,sentences,WS
3738,海惡魔貓男追求公理正義結果死豬油還不就是kmt太弱鍾佳播不意外想到2018的高雄市長選猛將事件說清楚了嗎基進黨怯戰？惡魔貓男我還以為是人民法鎚咧惡魔貓男,"['海惡', '魔貓', '男', '追求', '公理', '正義', '結果', '死', '豬油', '還', '不', '就', '是', 'kmt', '太', '弱鍾', '佳播', '不', '意外', '想到', '2018', '的', '高雄', '市長', '選猛', '將', '事件', '說清楚', '了', '嗎', '基進黨', '怯戰', '？', '惡魔', '貓男', '我', '還', '以為', '是', '人民', '法鎚', '咧', '惡魔貓', '男']"
3739,就真的會有，會說台灣統一中咆哮神很吃這套,"['就', '真的', '會', '有', '，', '會', '說', '台灣', '統一', '中', '咆哮神', '很', '吃', '這', '套']"
3740,"XDDDDD笑死，劇情給過你是不是真人真事改編你快拍,我一定看爆是含早餐還是含小宇當早餐套房8000含誰現實果然比戲劇還離奇!嘻給過","['XDDDDD', '笑死', '，', '劇情', '給', '過', '你', '是', '不是', '真人', '真事', '改編', '你', '快', '拍', ',', '我', '一定', '看爆', '是', '含', '早餐', '還是', '含', '小宇', '當', '早餐', '套房', '8000', '含', '誰', '現實', '果然', '比', '戲劇', '還', '離奇', '!', '嘻', '給', '過']"
3741,講啊不要死，一堆後遺症就好人在做，天在看…關我屁事党的祝福得到祝福了爽啦,"['講', '啊', '不要', '死', '，', '一', '堆', '後遺症', '就', '好人', '在', '做', '，', '天', '在', '看', '…', '關', '我', '屁事党', '的', '祝福', '得到', '祝福', '了', '爽', '啦']"
3742,白粉已經沒中心思果凍,"['白粉', '已經', '沒', '中心思果凍']"
3743,要送蔣什麼呢堅哥！堅哥！堅哥！就是這麼簡單只要不造謠有啥打啥就支持我這不就來了嗎每次都好期待世堅的質詢萬安可不是孤軍奮戰喔,"['要', '送', '蔣', '什麼', '呢', '堅哥', '！', '堅哥', '！', '堅哥', '！', '就', '是', '這麼', '簡單', '只要', '不', '造謠', '有', '啥', '打', '啥', '就', '支持', '我', '這', '不', '就', '來', '了', '嗎', '每', '次', '都', '好', '期待', '世堅', '的', '質詢', '萬安', '可', '不是', '孤軍', '奮戰', '喔']"
3744,"突然發現好一路好走R.I.P覺得熊貓有能力活在深山是無感,不過就是個動物界的我們懷念他貓熊可以安樂死，人不行R.I.P.","['突然', '發現', '好', '一路', '好', '走', 'R.I', '.P', '覺得', '熊貓', '有', '能力', '活', '在', '深山', '是', '無', '感', ',', '不過', '就', '是', '個', '動物界', '的', '我們', '懷念', '他', '貓熊', '可以', '安樂死', '，', '人', '不行', 'R.I.P', '.']"
3745,不知道很正台北馬郝16年都活下來了到底為啥會投這咖？你們就台北市民自己選的，活該要完蛋的預感用人唯才，但誰是才我說了郭萬安到底什麼資格能當市不了解就先不要說，也不是呃,"['不知道', '很', '正', '台北', '馬郝', '16年', '都', '活下來', '了', '到底', '為', '啥', '會', '投', '這', '咖', '？', '你們', '就', '台北', '市民', '自己', '選', '的', '，', '活該', '要', '完蛋', '的', '預感', '用人', '唯', '才', '，', '但', '誰', '是', '才', '我', '說', '了', '郭萬安', '到底', '什麼', '資格', '能', '當', '市', '不了解', '就', '先', '不要', '說', '，', '也', '不是', '呃']"
3746,how表示你在網路上能感受到現在酒很多東西藉由網路是看不到還在搶銀行,"['how', '表示', '你', '在', '網路', '上', '能', '感受到', '現在', '酒', '很多', '東西', '藉由', '網路', '是', '看', '不', '到', '還', '在', '搶', '銀行']"
3747,我的還是都是黨的功勞集你娘親,"['我的', '還是', '都', '是', '黨', '的', '功勞集', '你', '娘親']"
3748,天花板掉違停最嚴重的城市現在是沒有台積電嗎?,"['天花板', '掉', '違停', '最', '嚴重', '的', '城市', '現在', '是', '沒有', '台積電', '嗎', '?']"
3749,阿九負責,"['阿九', '負責']"
3750,還挖靠推文也太偏激了吧本來最好的結局就是中國民你對共產黨認識太淺了習近平都敢走回頭路了改民主就能讓生活變好？真在黨名加個民主就好三民主義,"['還', '挖', '靠', '推文', '也', '太', '偏激', '了', '吧', '本來', '最', '好的', '結局', '就', '是', '中國民', '你', '對', '共產黨', '認識', '太', '淺', '了', '習近', '平都', '敢', '走', '回頭路', '了', '改', '民主', '就', '能', '讓', '生活', '變好', '？', '真', '在', '黨名', '加', '個', '民主', '就', '好', '三民主義']"
3751,嘻嘻話說那層那就是承認了靠腰放這照片我還以為是蔡現在只要臉皮厚撐過去就沒吃得好肥喔人家鶴明是真的有在處理民進黨就繼續死不認錯,"['嘻嘻話說', '那', '層', '那', '就', '是', '承認', '了', '靠', '腰', '放', '這', '照片', '我', '還', '以為', '是', '蔡', '現在', '只要', '臉皮', '厚撐', '過去', '就', '沒', '吃', '得', '好', '肥', '喔', '人家', '鶴明', '是', '真的', '有', '在', '處理', '民進黨', '就', '繼續', '死', '不', '認錯']"
3752,XD本來就一推來撈好處的而已我要入黨四年前力推時代的那些人現選完才跳槽,"['XD', '本來', '就', '一', '推來', '撈', '好處', '的', '而已', '我', '要', '入黨', '四', '年', '前', '力推', '時代', '的', '那些', '人', '現', '選完', '才', '跳槽']"
3753,但事實就是比每次聽到阿扁說難道阿扁錯每次看到689在那亂找理689害慘了台灣這5年689具是一群白癡前半段整理資料還不錯。太戰啦，阿扁只是讓阿珍吃扁神啊！戰力超強!!!蚊子機場是,"['但', '事實', '就', '是', '比', '每', '次', '聽到', '阿扁', '說', '難道', '阿扁', '錯', '每', '次', '看到', '689', '在', '那', '亂', '找理', '689', '害慘', '了', '台灣', '這', '5', '年', '689', '具', '是', '一', '群', '白癡', '前', '半', '段', '整理', '資料', '還', '不錯', '。', '太戰', '啦', '，', '阿扁', '只是', '讓', '阿珍', '吃', '扁神', '啊', '！', '戰力', '超強', '!', '!', '!', '蚊子', '機場', '是']"
3754,又讓這串浮起來我支持你，車子借人出事為說得有道理,"['又', '讓', '這', '串', '浮起來', '我', '支持', '你', '，', '車子', '借', '人', '出事', '為', '說', '得', '有', '道理']"
3755,不就超可絕對不能讓高上,"['不', '就', '超可', '絕對', '不能', '讓', '高上']"
3756,選上就不用演了突然想起來還沒選完耶魯草包XD,"['選上', '就', '不用', '演', '了', '突然', '想起來', '還', '沒', '選完', '耶魯', '草包', 'XD']"
3757,彭文正逃犯還公堂之上,"['彭文正', '逃犯', '還', '公堂', '之上']"
3758,根本沒法律依據擺明欺負人綠營側翼都這種水準好了啦，知道你最尊重公務苗博雅等等就上演確診搏選只有首長才有被質詢的義務立委開會打遊戲的一堆，怎上班打炮的也示範一下啊下去啦,"['根本', '沒', '法律', '依據', '擺明', '欺負人', '綠營', '側翼', '都', '這', '種', '水準', '好了', '啦', '，', '知道', '你', '最', '尊重', '公務', '苗博雅', '等等', '就', '上演', '確診', '搏選', '只有', '首長', '才', '有', '被', '質詢', '的', '義務', '立委', '開會', '打', '遊戲', '的', '一', '堆', '，', '怎', '上班', '打炮', '的', '也', '示範', '一下', '啊', '下去', '啦']"
3759,馬上就會好！綠營去打就好啦,"['馬上', '就', '會', '好', '！', '綠營', '去', '打', '就', '好', '啦']"
3760,是要還好意思說公眾人物可受公說那麼多，不就藍白一起墮說反了，林耕仁是不想被當邊緣仁都己經被林綠師認定民進黨得勢後,"['是', '要', '還', '好意思', '說', '公眾', '人物', '可', '受', '公', '說', '那麼多', '，', '不', '就', '藍白', '一起', '墮說', '反', '了', '，', '林耕仁', '是', '不', '想', '被', '當邊', '緣仁', '都', '己經', '被', '林綠師', '認定', '民進黨', '得勢', '後']"
3761,準備分贓了找年青人才好又還沒就職到底在急什麼,"['準備', '分贓', '了', '找', '年青', '人才', '好', '又', '還', '沒', '就職', '到底', '在', '急', '什麼']"
3762,不意外雙面人苗博雅XD,"['不', '意外', '雙面人', '苗博雅', 'XD']"
3763,搞不好是中國人幹抓到了,"['搞不好', '是', '中國人', '幹', '抓到', '了']"
3764,口罩戴屁這智障規訂只有取悅少數恐恐慌仔崩潰時空背景不同問美國人日經亞洲：台積電五樓GG設在北京那用MIC的4智障嗎時空背景不同商人無祖國不是笑話對某些人來說不是敵國賺光敵人的錢不好嗎麥當勞在俄羅斯？去中國真的很智障你這樣想就不像老美一樣精沒事,"['口罩', '戴屁', '這', '智障', '規訂', '只有', '取悅', '少數', '恐恐', '慌仔', '崩潰', '時空', '背景', '不同', '問', '美國人', '日經', '亞洲', '：', '台積電', '五樓', 'GG', '設', '在', '北京', '那', '用', 'MIC', '的', '4', '智障', '嗎', '時空', '背景', '不同', '商人', '無', '祖國', '不是', '笑話', '對', '某些', '人', '來', '說', '不是', '敵國', '賺光', '敵人', '的', '錢', '不', '好', '嗎', '麥當勞', '在', '俄羅斯', '？', '去', '中國', '真的', '很', '智障', '你', '這樣', '想', '就', '不', '像', '老美', '一樣', '精', '沒事']"
3765,堅哥有同意嗎那就解釋啊,"['堅哥', '有', '同意', '嗎', '那', '就', '解釋', '啊']"
3766,扁沒在客氣的阿扁是不是在臭啊最多人,"['扁', '沒', '在', '客氣', '的', '阿扁', '是', '不是', '在', '臭', '啊', '最多', '人']"
3767,總統能當,"['總統', '能', '當']"
3768,你們想幹嘛死一個不夠,"['你們', '想', '幹嘛', '死', '一', '個', '不', '夠']"
3769,綠能閃兵,"['綠', '能', '閃兵']"
3770,光頭大概是朱唯一可別鬧了,"['光頭', '大概', '是', '朱', '唯一', '可', '別', '鬧', '了']"
3771,能源,['能源']
3772,to,['to']
3773,郝成立南軟,"['郝', '成立', '南', '軟']"
3774,台北整個阿中躺著也中槍賴這招厲害，讓人想起3+感謝幫大家複習范婦的3+台北人聽到沒?DPP說整賴是故意的吧,"['台北', '整個', '阿中', '躺', '著', '也', '中', '槍賴', '這', '招', '厲害', '，', '讓', '人', '想起', '3', '+', '感謝', '幫', '大家', '複習', '范婦', '的', '3', '+', '台北人', '聽到', '沒', '?', 'DPP', '說', '整賴', '是', '故意', '的', '吧']"
3775,馬英九633跳票沒捐半薪我有點納悶，那些說馬英九不愧是死忠的死豬不怕滾水燙當初國民黨馬時代實質薪資倒退16年當初黑他的,"['馬英九', '633', '跳票', '沒', '捐', '半', '薪', '我', '有點', '納悶', '，', '那些', '說', '馬英九', '不愧', '是', '死忠', '的', '死', '豬', '不', '怕', '滾水', '燙', '當初', '國民黨', '馬', '時代', '實質', '薪資', '倒退', '16', '年', '當初', '黑他', '的']"
3776,又是中共這不是冤枉你了吧？同路人至少不是一日球迷，跟風蹭蔡英文：未來一中是唯一選完了下一屆總統支持統一支持統一笑死人的廢物,"['又', '是', '中共', '這', '不是', '冤枉', '你', '了', '吧', '？', '同路人', '至少', '不是', '一', '日', '球迷', '，', '跟', '風蹭', '蔡英文', '：', '未來', '一', '中', '是', '唯一', '選完', '了', '下', '一', '屆', '總統', '支持', '統一', '支持', '統一', '笑死', '人', '的', '廢物']"
3777,抓他幹綠苗苗加油好嗎？苗博雅敢抓這位出來到議會苗別抓死啊！拉基請八千跟bike抓到議會回力鏢無誤阿苗出來打球！我猜他們不會理你同為台北市政府，苗一起抓哈哈哈哈哈，馬上逮到蟑螂本垃圾，天下人儘知台北IP趕快傳給某貓看他塔綠斑雙標協尋議員喔喔喔想聽挺執政的公務員不用鞭吧！瞧不起他,"['抓', '他', '幹', '綠苗苗', '加油', '好', '嗎', '？', '苗博雅', '敢', '抓', '這', '位', '出來', '到', '議會', '苗別', '抓死', '啊', '！', '拉基', '請', '八千', '跟', 'bike', '抓到', '議會', '回力鏢', '無誤', '阿苗', '出來', '打球', '！', '我', '猜', '他們', '不會', '理', '你', '同', '為', '台北市', '政府', '，', '苗', '一起', '抓哈', '哈哈', '哈哈', '，', '馬上', '逮到', '蟑螂', '本', '垃圾', '，', '天下人', '儘知', '台北', 'IP', '趕快', '傳給', '某', '貓', '看', '他', '塔綠斑', '雙標', '協尋', '議員', '喔喔', '喔', '想', '聽', '挺', '執政', '的', '公務員', '不用', '鞭', '吧', '！', '瞧不起', '他']"
3778,中肯，媽的選舉只會帶一堆他說的不一定會成真，票投票投民進黨,"['中肯', '，', '媽的', '選舉', '只', '會', '帶', '一', '堆', '他', '說', '的', '不一定', '會', '成真', '，', '票', '投票', '投', '民進黨']"
3779,I,['I']
3780,八樓真的是死忠的耶激起藍綠小黨對立，夾殺小沒有，就很爛二大黨都一樣，爛的是背後前面一直打姓蔣還是姓章,"['八樓', '真的', '是', '死忠', '的', '耶', '激起', '藍', '綠', '小', '黨', '對立', '，', '夾殺', '小', '沒有', '，', '就', '很', '爛', '二', '大', '黨', '都', '一樣', '，', '爛', '的', '是', '背後', '前面', '一直', '打姓', '蔣', '還是', '姓', '章']"
3781,可惜扁扁太粗暴了蔡ee快把他抓回去關啊,"['可惜', '扁扁', '太', '粗暴', '了', '蔡', 'ee', '快', '把', '他', '抓回去', '關', '啊']"
3782,是不是只有日日本那種垃圾陸軍會被蘇聯其實也沒有，法國三不五時,"['是', '不是', '只有', '日', '日本', '那', '種', '垃圾', '陸軍', '會', '被', '蘇聯', '其實', '也', '沒有', '，', '法國', '三不五時']"
3783,光頭又人民是什麼？誰在意啊習大大也沒在接受媒體訪問豬鼻子夠醜的聽不到有本事去佔領立法院原來720天了,"['光頭', '又', '人民', '是', '什麼', '？', '誰', '在意', '啊', '習', '大大', '也', '沒', '在', '接受', '媒體', '訪問', '豬', '鼻子', '夠', '醜', '的', '聽', '不', '到', '有', '本事', '去', '佔領', '立法院', '原來', '720', '天', '了']"
3784,畢竟線上博弈早在台先開放賭場再說，撲克就是朱凱翔,"['畢竟', '線上', '博弈', '早', '在', '台', '先', '開放', '賭場', '再', '說', '，', '撲克', '就', '是', '朱凱翔']"
3785,car笑死,"['car', '笑死']"
3786,#1TCv1YyN,['#1TCv1YyN']
3787,一有事絕對跑時代綠量不需要救還是一樣，肚爛柯p民眾黨當小綠就沒救了無法監督執政黨的在野黨真基進黨應該算真台派吧憑什麼不能打高虹安?民眾激起藍綠小黨對立，夾殺小民進黨就是個黑道派系的垃那個新竹棒球場其實是時代好啦知道時代有打新竹巨蛋本來就只靠黃國昌的黨,"['一', '有事', '絕對', '跑', '時代', '綠量', '不', '需要', '救', '還是', '一樣', '，', '肚爛柯', 'p', '民眾黨', '當', '小綠', '就', '沒', '救', '了', '無法', '監督', '執政黨', '的', '在野黨', '真', '基進黨', '應該', '算', '真台派', '吧', '憑', '什麼', '不能', '打', '高虹安', '?', '民眾', '激起', '藍綠', '小', '黨', '對立', '，', '夾殺', '小', '民進黨', '就', '是', '個', '黑道', '派系', '的', '垃', '那', '個', '新竹', '棒球場', '其實', '是', '時代', '好', '啦', '知道', '時代', '有', '打', '新竹', '巨蛋', '本來', '就', '只', '靠', '黃國昌', '的', '黨']"
