,sentence,label
4134,還不用抓嗎有種去天安門燒五星旗啦死忠的就是喜歡基進這樣搞幹你娘台灣基進叛亂份子，對政敵很激進，但上戰場的側翼真是台灣的亂源民進党側翼放火啦，還燒傷對內激進，對外安靜。激進黨不意外這個党抗議一個平民是在？民進黨造勢場,Non-offensive
4135,桃園青埔土地都買好了，你不蓋，金議員和各官員土地都買好了土地都準備好了，炒起來要炒地皮阿不然怎麼炒地皮下次記得別投塔綠班可以炒地皮，現在地便宜快地都買好了啊當時便宜,Non-offensive
4136,國民黨又不是執政黨萬年老招跟最近左膠毀畫一樣瘋狂他們這樣只會讓藍粉集結.真的是一群白癡側翼水準就是這麼低，意外可悲側翼到處焚燒只為搶版面,Non-offensive
4137,該不會農包,Non-offensive
4138,選情告急敬老金這種才該罵好嗎??胡言亂語這髒東西真他媽噁心有苗必噓到底在供三小台大的？？呃,Non-offensive
4139,DP可憐的是死忠依舊支持這樣中肯但原發文跟媒體跟部分以前好不代表現在的不可以中肯，但八卦低端不會想知可惜你這篇發在八卦84,Non-offensive
4140,關他屁事滾啦，垃圾昌防疫的選戰叫這個滾來,Offensive
4141,那讓今天看到有人說中天講廣告又在學歷歧視，雙標黨就是三民自都是垃圾媒體垃圾報幾十年前就不斷送報抗中大報介於是跟不是之間我不許你侮辱垃圾所以哪家報紙最好？還有自稱台灣人的眼睛,Non-offensive
4142,484很懂台灣選綠蟑好急4%的菜,Offensive
4143,搞爛台灣,Non-offensive
4144,朗讀比賽開始，嘻嘻就叫他來朗讀這些好想看這些推文LIVE放下班囉，大夥進攻囉迴力鏢來囉他自己也說不是星期五下午兩點,Non-offensive
4145,DPP哪次不是只出張嘴？原來是啪啪文啊,Non-offensive
4146,他應該有聽市長的不要這樣嘛，柯粉肉完了該想太多了啦,Non-offensive
4147,算侯友宜一臉要跑的樣子,Non-offensive
4148,DPP半斤八兩中共打台灣跟哪一黨執政完老共和蘇俄本質一樣，不會笑死22K、服貿、4個月不愧是舔共第一人不急,Non-offensive
4149,人生勝利廁翼抹屎沒辦法當選怎麼辦洪妻公在此誰敢放肆綠色是造謠的顏色洪妻公,Non-offensive
4150,Co沙皮狗佛地魔死gay貓怎怎麼選完才出來叫，選前被沒有用的側翼党可是不給錢那不就連草包都不如請繼續助（反民進黨）選選完了啦，還在助選啊？有你真好誰理妳,Non-offensive
4151,阿館這次被摸頭也不館長也要道歉啊，多少年輕ee已經來不及任期內挽回歷史定位肯定是台灣史上最馬屁精，那麼厲害應該是大英系的確實都是大勝喔不初選,Non-offensive
4152,讚這樣?,Non-offensive
4153,側翼敢不敢嘴啦又要變中共同路人惹，可憐造反喔你,Non-offensive
4154,乖上次怎麼不打，打不打由妳選出來的垃圾立委Cc,Non-offensive
4155,智商堪慮的人高雄已經示範過非民進黨當高雄,Offensive
4156,在那邊中肯事實推沒選舉,Non-offensive
4157,笑都要卸任了在那邊屁三小叫蔡英文滾啦,Non-offensive
4158,很不方便1億美金,Non-offensive
4159,出來選總統禿頭一肚子壞水啊你太陽花重返農藥,Non-offensive
4160,垃圾慰留光頭！光頭繼續幹？？？衰尾查某笑死,Offensive
4161,蘇真的不錯~,Non-offensive
4162,以為自輪流演戲要走快走，順便把仗勢欺人兩個一起滾一個慰留一個，第一個辭職是在演什麼？支持留任,Non-offensive
4163,抓出來鞭啊真的爛到要馬維拉救援..無恥塔綠班再給dpp十年,Non-offensive
4164,DPP阿扁要再起了嗎大家可以回家啦果然法律只保護懂法律的人好爽啊！綠共真的厲害馬英一定要深愛深信國務機要費靠，我的納稅錢還來什麼時候貪污除罪化一堆人還在那邊不特赦就要以後犯罪不用怕，有黨證就讚讚,Non-offensive
4165,是回力鏢在哪掃黑後都閉嘴不講吳是黑道支持立委、議員、民代一起可憐哪，選擇性忽略這種沒邏輯的粉專也一堆人不能都罵喔網軍得道掌握媒體真的很重要工程師,Non-offensive
4166,view,Non-offensive
4167,安安辭了如果沒上，政治生涯影蔣萬安真的超穩的上任前還有機會管光頭。上蔣就算辭立委,Non-offensive
4168,"方丈很小氣的沒想到我竟然會有懷念阿扁和同樣dpp的ee比,當又一位中共同路人出現了阿扁真的強",Non-offensive
4169,自己辭換顏色就低調喔交保就是無罪吧？他在林口穩上翻翻看之前的報導吧！反正笑死,Non-offensive
4170,"下架幹你娘工撒洨,DPP意思綠能抹黑",Offensive
4171,還要籌錢喔300法務戰隊準備好了有阿北,Non-offensive
4172,"但人民看起騙神仔酸宗痛,哈哈哈,笑讓我們繼續檢討柯p慰留，不見得是真的想留.其實就是民進黨內整個沒有還有臉留喔",Non-offensive
4173,這就是跟黨作對的下幾乎都沒聽過台大13姨抓去關啦八卦武,Non-offensive
4174,又老又我是你爸爸比較香,Offensive
4175,西西貪便宜買中國手機就不要抱你要給他讀寫儲存空間的權笑你買安卓還買垃圾牌子應用程式資訊，權限有開嗎幹嘛請律師，就幾千塊撐死陽交大真夠雖小，沾到這貨這學生應該跟陳沂合作,Non-offensive
4176,時力正式解散了兩個都有實力，但個性都太太晚就不用了哪個專家？專家也證明高端這組合很可以沒有自己的媒體不會成功的時力乾脆解散,Non-offensive
4177,一個畢業旅行不2022台北市民智力測驗做也被罵，不做也被罵，真一晚三白天回來，誰那麼硬阿不是每天都要坐在警察局這行程絕對是去工作的..跟著出訪的人累爆..畢業旅行,Non-offensive
4178,2兆風電,Non-offensive
4179,背房貸也每年少4萬人,Non-offensive
4180,好短沖繩那邊有誰在等他?去兩天是要怎麼玩？也要把柯市長真的夠猛晚去早回,Non-offensive
4181,看看副院怕被棄保吧白癡喔別翻車耶塔綠班,Non-offensive
4182,得體的對應好吧,Non-offensive
4183,世界台灣不是國家，那中華民國講的好像有得選一樣中華民國是前中國承認中華民國在台灣治權,Non-offensive
4184,交通跟群聚在戴不戴也要罵不戴也要罵,Non-offensive
4185,小英身邊都呵呵,Non-offensive
4186,藍綠既得利益者只能說兩大黨的死忠票就是萬安還知道要演一下謙虛，這次怕綠的上，這種人很多移民日本很簡單阿。來日本死忠的還是很多都選完了33掛民眾黨….阿中就上事實證明顏色跟黨證十分管也不用那麼失望，至少新竹很多是怕走鐘上改投的台北,Non-offensive
4187,偷酸喔XD某人是總機，這是答錄機。蠻像侯的怎麼每一題的答案都看起來都是幹話而言至少他不用像中規中矩，這樣很好啊XD怎麼都同一招選了一個標準空話政客上來笑了，不就有頭髮的韓導嗎至少不會齁齁齁這傢伙腦袋好像空空的欸？反正市長不是33就好有沒有投完隔兩天就後悔的我還以為跳針是撰文，結果對答如流?,Non-offensive
4188,這個柯文哲2024已經保底兩邏輯正確,Non-offensive
4189,不能換人天花板蓋好了嗎這句我以前是不是聽過呵呵，鄭文燦剛開始選時怎偷工減料,Non-offensive
4190,嗯嗯一個市長看衰的東西連腳踏車都能霸佔?,Non-offensive
4191,換黃珊珊怎樣都會換人阿，講這個口對阿,Non-offensive
4192,好人不長命,Non-offensive
4193,都學士了你說呢他太呆了,Non-offensive
4194,聽到耳朵長預售屋降價,Non-offensive
4195,哈哈罷虹七賢完全顯現綠粉有多不理性基本上只要高不要出什麼大罷個屁。台灣最好的市長欸我建議霸下去，看2024側翼還在叫喔民進黨式民主側翼網軍還嫌輸得不夠慘民進黨輸不起,Non-offensive
4196,817傳說是你就跟屎中一樣有料是吧..非柯不投啦笑死了,Non-offensive
4197,好好吃,Non-offensive
4198,然後駝鳥無害飛彈把抗中保台遮羞布市長市議員里長跟抗中一毛台中的蔡更好笑,Non-offensive
4199,就出以前人都用蠟燭跟火把你知有得用就偷笑了，不然只有上網費一個月2~4千多,Non-offensive
4200,超越說真的,Non-offensive
4201,要炫耀扁馬時代,Non-offensive
4202,亂咬了尾巴瘋了這個跟中間選民阿觀是在演尚書大人真機靈,Non-offensive
4203,依照民進黨的抗中保台不是綠衛兵們還不出征？一個九十歲的老人家願意出綠畜賤種混亂中你他媽代表我國還能切割喔他做啥沒問題啊有問題的是習：齁呦,Non-offensive
4204,不就露換個屁概念，兒童醫院不是林佳龍搬弄娃娃車火警，下是林智堅講的原來你想罵麻柯啊哀，綠x又再扣人帽子了，你這篇不及格笑死,Non-offensive
4205,要背這鍋,Non-offensive
4206,可憐已垃圾不分藍綠藍綠團結，那就是利益有鬼有反應代表說對了友軍蔣市長會處理的，大家我信阿北沒實力不要大小聲藍綠大團結,Non-offensive
4207,笑想看柯麻喬崩潰又吸毒,Non-offensive
4208,是廢除軍審,Non-offensive
4209,都害怕票投阿中、報復社會阿扁想被換位置保存嗎？選舉本來就是選帥的,Non-offensive
4210,不像只會吠,Non-offensive
4211,水桶囉在一起，在一起民進黨只會愛與包容？民進黨敢打仗啊，對自己同農民：幹肩哥：可以不要再臭我了好這咖居然是新聞界的老前輩支持膿膿就是支持CO2陳時中屍骨未寒這阿婆簡直是藍營臥底敗票支持coco就是吳怡農：請黨中央出面抵制藍成那樣，應該選不到這種唯我獨尊的言論就是我選民不會,Non-offensive
4212,台灣被搞成這樣,Non-offensive
4213,呂秀蓮,Non-offensive
4214,不是,Non-offensive
4215,天天教？？？？？？？？？？？？反串嗎？九萬為了錢出賣自己的人格這是我今天看到最好笑的笑選總統啦？！準備毀了dpp霸佔國民黨黨部？死忠這麼多,Non-offensive
4216,厲害了然後自己接受徵召,Non-offensive
4217,跟中國支那鵬博士先等一下,Non-offensive
4218,吾黨補習不是台大醫院出生的都不是南陽補習街的選票一次噴光有沒有種先講,Non-offensive
4219,那ee當那麼爽,Non-offensive
4220,求仁得仁三小斷句xddd阿九如果掛了說不定kmtRIP,Non-offensive
4221,我們有最會抗中不然要軍隊幹嘛俄烏戰爭對美國已經沒啥新先煩惱印度吧,Non-offensive
4222,馬比蔡好太多了,Non-offensive
4223,我覺得他們挺省這之抓的到是那位員工吧？覺青半年的收入真是可憐可那有沒有十指緊扣？現在選舉選到要公開菜單嗎唬爛,Non-offensive
4224,騙神得到祝福了,Offensive
4225,就是差推！！！蒜總痛！！好想看他選上這很有智慧耶他講話比一堆所謂的正常人選總統了加油,Non-offensive
4226,我也是天然抗中保台,Non-offensive
4227,不然被踩在介於表態跟不表態之間?對付陰沉的菸媓,Non-offensive
4228,垃圾藍綠推，拜託藍綠醒醒呀熟悉的台灣回來了☺當初自拉自維公務光纖，各兩党一起貪,Non-offensive
4229,人民很一堆老房子買下去,Offensive
4230,，想消人家還有英國收留耶,Non-offensive
4231,推推,Non-offensive
4232,請黨中央？uncle救我這種問題,Non-offensive
4233,不聽話就肛了你沒人說你不可以罵蔡英文，扮豬吃老虎啊,Non-offensive
4234,China算廣告不實？跟牙醫買電器你覺得智商會88請道歉88要去道歉很麻煩，還要你這樣太粗暴,Non-offensive
4235,迷妹濕一片問過蔡大小姐沒,Non-offensive
4236,建議不適這是在酸阿通師吧XD重考學分應該沒問題,Non-offensive
4237,還是在臭柯總召蛤？現在開放再自介？還有臉自介欸八卦標準：抄襲該死、貪污有這麼多時間，怎好好把論你要不要先檢討那堆追加的我是不信這篇他自己寫的他寫的？起訴，要不要看下犯罪時間抄襲堅還敢上去講，噁心這篇應該也不是他自己寫的這篇不知道是誰寫的這篇是抄誰的?爛球場就符合市民期待？前市長不要自介好嗎?一個桃園人憑什麼對新竹指等等,Non-offensive
4238,在地的請投給他嗆塔綠班嗆夠了沒有啦這政見有創意,Non-offensive
4239,台獨教父這台獨神主牌耶,Non-offensive
4240,你等著被黨收拾苗腦袋是整個政治化是不是她之前不是挺很兇,Non-offensive
4241,囂唯一支持韓連配韓粉回歸等一個人把競選場子搞成牛肉場很可民進黨笑出來ㄟ國民黨是笨辣個男人回來了!,Non-offensive
4242,基進粉從高雄跑去新竹了笑死,Offensive
4243,你女兒為啥怎笑死,Non-offensive
4244,2022跟2024再一次體會當初阿扁末期選守你媽,Offensive
4245,撞擴台綠頭殼,Non-offensive
4246,5555客套話聽聽就好,Non-offensive
4247,請先解釋你的投資成績還活在2年前，看來確診真職場上一堆這種裝忙裝努力造孽成績單請問疫苗一劑多少錢買的呢吃牛排上遊覽車,Non-offensive
4248,看小說還我美麗之島巴哈一堆人提結果沒看到灰無名小站乾,Non-offensive
4249,蔣隨便沒看到游淑慧跟王鴻薇先跳滿意度最爛的柯文哲要滾了繼續尿性下去啊我40年台推,Non-offensive
4250,加油！注意！病毒會自律，認真上有人鬆懈了成為防疫破口阿病毒加油讚讚,Non-offensive
4251,東京大轟炸後早該降了,Non-offensive
4252,最把人民當白痴的最高境界如果能禁房地產我舉雙手歡荒廢內政,Non-offensive
4253,說個笑話,Non-offensive
4254,在那叫什麼額,Offensive
4255,大,Non-offensive
4256,XD那個渣男我們不要理他吃到誠實棒棒糖喔？至少比騙神仔好多了,Non-offensive
4257,三立選邊蟑螂內戰這粉不夠純,Non-offensive
4258,其邁趕快出來表示對，應該重用王浩宇跟四叉怎麼不炮,Non-offensive
4259,塔綠中共同路人阿?雖然是貪污仔,Offensive
4260,別人都好了啦是誰到每戶人家信箱九成抄定讞拉鏡傳媒背書清沈會跨縣市駡蔣,Non-offensive
4261,屁可憐美國阿公,Offensive
4262,還在理想國度嗎還在開票綠師就在說高的刑有病真的要吃藥啊…立委總統熱身中,Non-offensive
4263,不開始敢丟投擲武器了不要再造謠了,Non-offensive
4264,擋疫苗叫有同情心,Offensive
